Status,Type,Application Number,License Number,Entity Name,Street,City,State,Zip Code,Latitude,Longitude,Georeference
Pending,Adult-Use Microbusiness,OCMMICR-2023-000426,,Legacy Brands NY LLC,65 Mushroom Blvd,Rochester,NY,14623,43.09068594,-77.61716112,POINT (-77.61716112 43.09068594)
Active,CAURD Retail,OCMCAURDP-2024-000020,OCM-CAURD-24-000200,Smoking Scholars LLC,784 Allerton Ave,Bronx,NY,10467,40.86544117,-73.86405467,POINT (-73.86405467 40.86544117)
Pending,CAURD Retail,OCMCAURDP-2024-000050,,"NSEW Trading Company, LLC","245 Broadway, Suite 4",Schenectady,NY,12305,42.81172224,-73.9436076,POINT (-73.9436076 42.81172224)
Pending,Adult-Use Retail,OCMRETL-2023-000925,,AJA Cannabis 1010 LLC,2 S Central Ave,Spring Valley,NY,10977,41.10838898,-74.04014954,POINT (-74.04014954 41.10838898)
Active,CAURD Retail,OCMCAURDP-2023-000101,OCM-CAURD-24-000065,Mighty Lucky LLC,259 Bowery,New York,NY,10002,40.72320588,-73.99286889,POINT (-73.99286889 40.72320588)
Active,CAURD Retail,OCMCAURDP-2023-000073,OCM-CAURD-24-000050,DLM Retail LLC,3748 State Route 37,Ogdensburg,NY,13669,44.59602896,-75.63093378,POINT (-75.63093378 44.59602896)
Active,Adult-Use Retail,OCMRETL-2023-000413,OCM-RETL-24-000082,3807 Harlem Cannabis LLC,3807 Harlem Rd,Buffalo,NY,14215,42.94690485,-78.78398809,POINT (-78.78398809 42.94690485)
Pending,Adult-Use Retail,OCMRETL-2023-001893,,Statis NY Holdings LLC,111 Fulton St,New York,NY,10038,40.70979312,-74.00676345,POINT (-74.00676345 40.70979312)
Active,CAURD Retail,OCMCAURDP-2023-000172,OCM-CAURD-24-000203,David Hooper JR,8701 Rockaway Beach Blvd,Rockaway Park,NY,11694,40.58726145,-73.813088,POINT (-73.813088 40.58726145)
Active,CAURD Retail,OCMCAURDP-2023-000094,OCM-CAURD-24-000157,Brown Budda New York,1533 County Road 39,Southampton,NY,11968,40.89477386,-72.44918707,POINT (-72.44918707 40.89477386)
Active,CAURD Retail,OCMCAURDP-2023-000174,OCM-CAURD-24-000168,NYCC 1 LLC,228 NY-109,Farmingdale,NY,11735,40.71967331,-73.41603506,POINT (-73.41603506 40.71967331)
Pending,Adult-Use Retail,OCMRETL-2023-000332,,Teamworkon3 LLC,2007 Lexington Ave,New York,NY,10035,40.80262405,-73.93860953,POINT (-73.93860953 40.80262405)
Pending,Adult-Use Retail,OCMRETL-2023-000880,,Great Smoky Mountain Inc.,12231 NY-16,Yorkshire,NY,14173,42.5327,-78.47912,POINT (-78.47912 42.5327)
Active,RO Medical,,MM0202D,"Vireo Health of NY, LLC.",589 Harry L Drive,Johnson City,NY,13790,42.12455574,-75.97142489,POINT (-75.97142489 42.12455574)
Active,Adult-Use Microbusiness,OCMMICR-2023-000269,OCM-MICR-24-000133,Back Home Farm LLC,3056 State Route 213 E Ste 1,Stone Ridge,NY,12484,41.8394109,-74.15001164,POINT (-74.15001164 41.8394109)
Pending,Adult-Use Retail,OCMRETL-2023-001737,,Empire Smoke Shop 7 Inc.,270 E Main St # 520,Avon,NY,14414,42.91037305,-77.7348373,POINT (-77.7348373 42.91037305)
Active,Adult-Use Retail,OCMRETL-2023-001414,OCM-RETL-24-000030,"Urban Pulse, LLC",3740 W Henrietta,Rochester,NY,14623,43.0778531,-77.6417121,POINT (-77.6417121 43.0778531)
Active,Adult-Use Microbusiness,OCMMICR-2023-000461,OCM-MICR-24-000114,Peregrine Toke LLC,11 Main St,Cherry Valley,NY,13320,42.79693,-74.75341,POINT (-74.75341 42.79693)
Pending,CAURD Retail,OCMCAURDP-2024-000064,,Gourmet Budz LLC,16444 Crossbay Blvd,Howard Beach,NY,11414,40.65004288,-73.8376676,POINT (-73.8376676 40.65004288)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000372,,Cubed Roots LLC,4870 Duguid Rd,Manlius,NY,13104,43.00827827,-75.97560358,POINT (-75.97560358 43.00827827)
Active,Adult-Use Retail,OCMRETL-2023-001674,OCM-RETL-24-000058,"Dune Lilly, LLC",185 Market St,Potsdam,NY,13676,44.6838992,-74.98706192,POINT (-74.98706192 44.6838992)
Pending,Adult-Use Retail,OCMRETL-2023-000551,,WLMC Mainco LLC,4946 State Route 52,Jeffersonville,NY,12748,41.77670836,-74.93844986,POINT (-74.93844986 41.77670836)
Pending,Adult-Use Retail,OCMRETL-2023-001402,,A.L Broadway Grocery Corp.,3770 Broadway,New York,NY,10032,40.83379246,-73.94498926,POINT (-73.94498926 40.83379246)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000462,,Allison Maguire,12 New St,Saint Johnsville,NY,13452,42.99661386,-74.67929892,POINT (-74.67929892 42.99661386)
Pending,CAURD Retail,OCMCAURDP-2023-000227,,Cannatopia Buffalo INC LLC,1505 Cleveland Dr.,Cheektowaga,NY,14225,42.94138637,-78.74545472,POINT (-78.74545472 42.94138637)
Pending,Adult-Use Retail,OCMRETL-2023-001702,,New York STE LLC,748 Yonkers Ave,Yonkers,NY,10704,40.92331879,-73.86529562,POINT (-73.86529562 40.92331879)
Active,CAURD Retail,OCMCAURDP-2023-000182,OCM-CAURD-24-000098,Canary Cannabis Co LLC,5100 Genesee St,Buffalo,NY,14225,42.93795791,-78.69707705,POINT (-78.69707705 42.93795791)
Active,CAURD Retail,OCMCAURDP-2023-000040,OCM-CAURD-23-000029,Robin Hood Cannabis LLC,412 W Broadway,New York,NY,10012,40.72475518,-74.00184848,POINT (-74.00184848 40.72475518)
Active,CAURD Retail,OCMCAURDP-2023-000185,OCM-CAURD-24-000102,Canna Life NY Inc.,152 Bedford Ave,Brooklyn,NY,11249,40.71875932,-73.95682902,POINT (-73.95682902 40.71875932)
Active,Adult-Use Retail,OCMRETL-2023-000949,OCM-RETL-24-000132,Erie County Cannabis LLC,1727 Genesee St,Buffalo,NY,14211,42.91125358,-78.81699256,POINT (-78.81699256 42.91125358)
Pending,Adult-Use Retail,OCMRETL-2023-001182,,Green Witch Dispensary LLC,1156 NY-29,Greenwich,NY,12834,43.1022249,-73.51547492,POINT (-73.51547492 43.1022249)
Pending,Adult-Use Retail,OCMRETL-2023-000387,,33 Smoke Shop Inc.,5827 S Transit Rd,Lockport,NY,14094,43.1417977,-78.69679586,POINT (-78.69679586 43.1417977)
Pending,Adult-Use Retail,OCMRETL-2023-000603,,LGFOODING.INC,59-08 Main St,Flushing,NY,11355,40.74375196,-73.82573551,POINT (-73.82573551 40.74375196)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000544,,"FLAVA KINGZ GENETICS, LLC",208 Rider Ave,Bronx,NY,10451,40.81100212,-73.92898575,POINT (-73.92898575 40.81100212)
Active,Adult-Use Retail,OCMRETL-2023-001707,OCM-RETL-24-000060,OKKERSNY LLC,244 Wolf Road,Albany,NY,12205,42.72562741,-73.79759288,POINT (-73.79759288 42.72562741)
Active,Adult-Use Retail,OCMRETL-2023-001348,OCM-RETL-24-000027,Hudson Park Agency LLC,14407 243rd St,Rosedale,NY,11422,40.66021703,-73.73933972,POINT (-73.73933972 40.66021703)
Active,CAURD Retail,OCMCAURDP-2024-000023,OCM-CAURD-24-000184,SLG-DB LLC,15 Avenue B,New York,NY,10009,40.72194449,-73.98341328,POINT (-73.98341328 40.72194449)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000279,,Happy Family Farm Micro LLC,754 Happy Ave,Swan Lake,NY,12783,41.71439818,-74.85717184,POINT (-74.85717184 41.71439818)
Active,Adult-Use Retail,OCMRETL-2023-001288,OCM-RETL-24-000056,"Blissful Breeze, LLC",810 Center St,Lewiston,NY,14092,43.17249558,-79.03509801,POINT (-79.03509801 43.17249558)
Active,RO Medical & Adult-Use,,MM0407D,"Etain, LLC.",242 East 58th St.,New York,NY,10022,40.76046969,-73.96610999,POINT (-73.96610999 40.76046969)
Active,Adult-Use Retail,OCMRETL-2023-001269,OCM-RETL-24-000028,"Heavenly Buds, Inc.",13440 Cherry Ave Unit S2,Flushing,NY,11355,40.75202445,-73.82795891,POINT (-73.82795891 40.75202445)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000340,,Laura E Watson,4423 State Highway 10,Saint Johnsville,NY,13452,43.00110804,-74.54074292,POINT (-74.54074292 43.00110804)
Pending,Adult-Use Retail,OCMRETL-2023-001450,,"UPSTATENY Cannabis, LLC",626 Oriskany Blvd,Yorkville,NY,13495,43.11433714,-75.27846687,POINT (-75.27846687 43.11433714)
Active,CAURD Retail,OCMCAURDP-2023-000030,OCM-CAURD-23-000015,Royal Leaf NY LLC,817 E Tremont Ave,Bronx,NY,10460,40.84337601,-73.88686611,POINT (-73.88686611 40.84337601)
Active,Adult-Use Microbusiness,OCMMICR-C-2024-000019,OCM-MICR-24-000037,Finger Lakes Hydro LLC,4487 NY-364,Canandaigua,NY,14424,42.81099292,-77.25935112,POINT (-77.25935112 42.81099292)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000135,,Milk Burger INC,148 Bruckner Blvd,Bronx,NY,10454,40.80356659,-73.91988255,POINT (-73.91988255 40.80356659)
Active,Adult-Use Microbusiness,OCMMICR-2023-000102,OCM-MICR-24-000026,Karabina Consulting,370 E Conesville Rd,Gilboa,NY,12076,42.41697345,-74.30621512,POINT (-74.30621512 42.41697345)
Pending,Adult-Use Retail,OCMRETL-2023-000309,,The Greener Mile llc,174 Orchard Park Rd,West Seneca,NY,14224,42.83862216,-78.78883926,POINT (-78.78883926 42.83862216)
Pending,Adult-Use Retail,OCMRETL-2023-002039,,65-55 Woodhaven Licensing LLC,65-55 Woodhaven Blvd,Rego Park,NY,11374,40.71874482,-73.86393202,POINT (-73.86393202 40.71874482)
Active,RO Medical,,MM0106D,"PharmaCann of New York, LLC.",25-27 West Fordham Rd,Bronx,NY,10468,40.86277084,-73.9023746,POINT (-73.9023746 40.86277084)
Active,CAURD Retail,OCMCAURDP-2023-000007,OCM-CAURD-24-000058,Essential Flowers,1839 Central Avenue,Albany,NY,12205,42.73177652,-73.84890268,POINT (-73.84890268 42.73177652)
Pending,Adult-Use Retail,OCMRETL-2023-001517,,NYC Green Girl LLC,58-60 Ninth Avenue,New York,NY,10011,40.74112816,-74.00503866,POINT (-74.00503866 40.74112816)
Pending,CAURD Retail,OCMCAURDP-2024-000040,,Mottz Only Authentic New York Style LLC,93 E Montauk Hwy,Hampton Bays,NY,11946,40.87772125,-72.52412522,POINT (-72.52412522 40.87772125)
Active,CAURD Retail,OCMCAURDP-2023-000130,OCM-CAURD-24-000099,M&J Genesis Inc,27B Saratoga Ave,Waterford,NY,12188,42.7815445,-73.69591523,POINT (-73.69591523 42.7815445)
Pending,Adult-Use Retail,OCMRETL-2023-000685,,Bud Brothers L.L.C.,1315 E State St,Olean,NY,14760,42.07336404,-78.40460193,POINT (-78.40460193 42.07336404)
Active,Adult-Use Retail,OCMRETL-2023-001386,OCM-RETL-24-000137,"Love Nug, LLC",3176 Niagara Falls Blvd,North Tonawanda,NY,14120,43.07936245,-78.87031525,POINT (-78.87031525 43.07936245)
Active,CAURD Retail,OCMCAURDP-2024-000019,OCM-CAURD-24-000149,Sparkboro Inc,704 W 177th St,New York,NY,10033,40.84752299,-73.93818301,POINT (-73.93818301 40.84752299)
Pending,Adult-Use Retail,OCMRETL-2023-001496,,2601 Genesee LLC,2601 Genesee St,Buffalo,NY,14225,42.92167482,-78.78598275,POINT (-78.78598275 42.92167482)
Pending,Adult-Use Retail,OCMRETL-2023-000297,,Organic Blooms LLC,2971 Route 426,Findley Lake,NY,14736,42.128398,-79.7410571,POINT (-79.7410571 42.128398)
Pending,Adult-Use Retail,OCMRETL-2023-000822,,Amida Holdings Corp,117-11-13 Hillside Ave,Richmond Hill,NY,11418,40.70022327,-73.83269647,POINT (-73.83269647 40.70022327)
Active,Adult-Use Retail,OCMRETL-2023-001229,OCM-RETL-24-000162,Cali Happy Realty Corp,143-10 Liberty Avenue,Jamaica,NY,11435,40.69220794,-73.80953687,POINT (-73.80953687 40.69220794)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000081,,Waterman's Greenhouse LLC,12317 Vaughn St,East Concord,NY,14055,42.53831168,-78.64063914,POINT (-78.64063914 42.53831168)
Active,Adult-Use Microbusiness,OCMMICR-2023-000242,OCM-MICR-24-000094,Full Spectrum Ag LLC,2457 NY-30,Mayfield,NY,12117,43.1103,-74.26644,POINT (-74.26644 43.1103)
Pending,Adult-Use Retail,OCMRETL-2023-001031,,"Zaza Green Cannabis, Inc",1906 Route 9W,Lake Katrine,NY,12449,41.98853272,-73.98730399,POINT (-73.98730399 41.98853272)
Active,Adult-Use Microbusiness,OCMMICR-2023-000509,OCM-MICR-24-000095,"East Branch Holdings, LLC",1471 Peas Eddy Rd,Hancock,NY,13783,41.99492,-75.25568,POINT (-75.25568 41.99492)
Active,CAURD Retail,OCMCAURDP-2023-000029,OCM-CAURD-23-000013,Greenery Spot LLC,246 Main St,Johnson City,NY,13790,42.11509121,-75.95519377,POINT (-75.95519377 42.11509121)
Active,Adult-Use Retail,OCMRETL-2023-000405,OCM-RETL-24-000029,Lake Goat LLC,41 Genesee St,Auburn,NY,13021,42.9325996,-76.56458956,POINT (-76.56458956 42.9325996)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000613,,LK Wellness LLC,470 Baltic St,Brooklyn,NY,11217,40.68268021,-73.98644356,POINT (-73.98644356 40.68268021)
Pending,CAURD Retail,OCMCAURDP-2023-000136,,LYFE CHARMZ INC,62 Laight Street,New York,NY,10013,40.722171,-74.00968668,POINT (-74.00968668 40.722171)
Active,Adult-Use Retail,OCMRETL-C-2024-000048,OCM-RETL-24-000041,"Bright Elephant, LLC",25 E Main St,Morrisville,NY,13408,42.898976,-75.64578217,POINT (-75.64578217 42.898976)
Active,Adult-Use Retail,OCMRETL-2023-001716,OCM-RETL-24-000006,Hudson Economics LLC,1981 86th St,Brooklyn,NY,11214,40.60485862,-73.998548,POINT (-73.998548 40.60485862)
Active,Adult-Use Retail,OCMRETL-2023-001581,OCM-RETL-24-000059,844 Route 211 LLC,1326 County Road 12,New Hampton,NY,10958,41.38445558,-74.4231888,POINT (-74.4231888 41.38445558)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000475,,Straight Off The Vine LLC,115 N Geddes St,Syracuse,NY,13204,43.04843863,-76.17088305,POINT (-76.17088305 43.04843863)
Active,CAURD Retail,OCMCAURDP-2023-000071,OCM-CAURD-23-000044,"Soodaks, Inc.",158 West 23rd St,New York,NY,10011,40.74355498,-73.9945107,POINT (-73.9945107 40.74355498)
Pending,Adult-Use Retail,OCMRETL-2023-001051,,Windyhill 312 LLC,130 Broad St Ste 4,Glens Falls,NY,12801,43.30487116,-73.65689209,POINT (-73.65689209 43.30487116)
Pending,CAURD Retail,OCMCAURDP-2024-000018,,Smelly Nelly LLC,70 Canal St,New York,NY,10002,40.71511321,-73.99281341,POINT (-73.99281341 40.71511321)
Active,CAURD Retail,OCMCAURDP-2023-000039,OCM-CAURD-23-000021,CONBUD LLC,85 Delancey St,New York,NY,10002,40.71883762,-73.98969267,POINT (-73.98969267 40.71883762)
Pending,CAURD Retail,OCMCAURDP-2023-000166,,"HAPPY123NYC, LLC",101 E 10th St,New York,NY,10003,40.73071673,-73.98862974,POINT (-73.98862974 40.73071673)
Active,RO Medical,,MM0905D,"Citiva Medical, LLC",700 W Buffalo St,Ithaca,NY,14850,42.44100489,-76.51081028,POINT (-76.51081028 42.44100489)
Pending,Adult-Use Retail,OCMRETL-2023-001751,,"MCM Consolidated, LLC",472 Lorimer St,Brooklyn,NY,11206,40.71082731,-73.94875865,POINT (-73.94875865 40.71082731)
Active,CAURD Retail,OCMCAURDP-2023-000045,OCM-CAURD-23-000034,Grow Together LLC,2370 Coney Island Avenue,Brooklyn,NY,11223,40.59925478,-73.96133453,POINT (-73.96133453 40.59925478)
Pending,Adult-Use Retail,OCMRETL-2023-001833,,"BALLI CANN, INC.",248 Smith St,Poughkeepsie,NY,12601,41.71082659,-73.91017617,POINT (-73.91017617 41.71082659)
Active,RO Medical,,MM0703D,"Fiorello Pharmaceuticals, Inc.",309 W Park Ave,Long Beach,NY,11561,40.58849019,-73.67295275,POINT (-73.67295275 40.58849019)
Active,CAURD Retail,OCMCAURDP-2023-000206,OCM-CAURD-24-000150,Kintech Heating and Cooling Inc.,880 Grand Blvd,Deer Park,NY,11729,40.76161118,-73.30813201,POINT (-73.30813201 40.76161118)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000568,,TRACEY'S CANDY SHOP LLC,10640 Guy R Brewer Blvd,Jamaica,NY,11433,40.69906483,-73.79315705,POINT (-73.79315705 40.69906483)
Active,Adult-Use Retail,OCMRETL-2023-001177,OCM-RETL-24-000088,Jungle Kingdom Flower Company LLC,515 Nostrand Ave,Brooklyn,NY,11216,40.67952806,-73.94951713,POINT (-73.94951713 40.67952806)
Active,CAURD Retail,OCMCAURDP-2023-000177,OCM-CAURD-24-000167,"Astro Management, Inc.",292 Atlantic Ave,Brooklyn,NY,11201,40.68853667,-73.98913662,POINT (-73.98913662 40.68853667)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000398,,High Community Fire LLC,129 Upper 7 Ponds Rd Unit A,Water Mill,NY,11976,40.92865466,-72.36686373,POINT (-72.36686373 40.92865466)
Pending,Adult-Use Retail,OCMRETL-2023-001128,,"Caroline St., Inc.",1520 Crescent Rd,Halfmoon,NY,12065,42.81963104,-73.7647762,POINT (-73.7647762 42.81963104)
Active,Adult-Use Retail,OCMRETL-2023-002087,OCM-RETL-24-000124,New York Cheeebahawks LLC,1040 W Ridge Rd,Rochester,NY,14615,43.20366288,-77.65411018,POINT (-77.65411018 43.20366288)
Pending,CAURD Retail,OCMCAURDP-2023-000207,,WAO Industries LLC,1258 Deer Park Ave,Babylon,NY,11703,40.73921779,-73.32103468,POINT (-73.32103468 40.73921779)
Pending,CAURD Retail,OCMCAURDP-2024-000047,,Northfield Consulting LLC,3047 W Henrietta Rd,Rochester,NY,14623,43.09137836,-77.63459545,POINT (-77.63459545 43.09137836)
Pending,Adult-Use Retail,OCMRETL-2023-001661,,"The Goodie Bag, LLC",260 Clemens Center Pkwy,Elmira,NY,14901,42.09018794,-76.80507594,POINT (-76.80507594 42.09018794)
Active,CAURD Retail,OCMCAURDP-2024-000033,OCM-CAURD-24-000191,Jean R Levasseur,301 Broadway,Brooklyn,NY,11211,40.70842255,-73.95772271,POINT (-73.95772271 40.70842255)
Pending,Adult-Use Retail,OCMRETL-2023-001713,,Legal Cannabis LLC,92 3rd St,Brooklyn,NY,11231,40.67776167,-73.9937003,POINT (-73.9937003 40.67776167)
Pending,Adult-Use Retail,OCMRETL-2023-001029,,HotboxNYCity LLC,247 Johnson Ave.,Brooklyn,NY,11206,40.70698705,-73.93961755,POINT (-73.93961755 40.70698705)
Active,CAURD Retail,OCMCAURDP-2024-000021,OCM-CAURD-24-000108,Platinum Leaf LLC,196 Rock Hill Dr,Rock Hill,NY,12775,41.62627913,-74.59877394,POINT (-74.59877394 41.62627913)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000186,,"TetraHydro Cultivation, LLC",8607 N Main St Ste 100,Angola,NY,14006,42.65083761,-79.03385706,POINT (-79.03385706 42.65083761)
Active,Adult-Use Retail,OCMRETL-2023-002105,OCM-RETL-24-000078,Caurd Wellness LLC,465 Onderdonk Ave,Ridgewood,NY,11385,40.70699978,-73.91219184,POINT (-73.91219184 40.70699978)
Active,CAURD Retail,OCMCAURDP-2023-000070,OCM-CAURD-24-000123,Beast Coast Group LLC,16105 29th Ave,Flushing,NY,11358,40.77123699,-73.80336992,POINT (-73.80336992 40.77123699)
Active,Adult-Use Retail,OCMRETL-2023-001781,OCM-RETL-24-000099,ZenZest LLC,2343 Forest Ave,Staten Island,NY,10303,40.62787082,-74.16924585,POINT (-74.16924585 40.62787082)
Pending,CAURD Retail,OCMCAURDP-2023-000176,,Fix my phone,767 Franklin Ave,Brooklyn,NY,11238,40.67255356,-73.95720943,POINT (-73.95720943 40.67255356)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000099,,"Small Batch Projects, LLC",270 Beebe Rd,Afton,NY,13730,42.2650022,-75.57100888,POINT (-75.57100888 42.2650022)
Active,Adult-Use Retail,OCMRETL-2023-001445,OCM-RETL-24-000129,Pure Wellness Dispensary LLC,360 W Ridge Rd,Rochester,NY,14615,43.19965275,-77.63677755,POINT (-77.63677755 43.19965275)
Pending,Adult-Use Retail,OCMRETL-2023-001342,,Lifted Growth Industries LLC,37 Richmond St,Rochester,NY,14607,43.15795876,-77.59503495,POINT (-77.59503495 43.15795876)
Pending,Adult-Use Retail,OCMRETL-2023-002183,,NY GREEN 21 LLC,49 W 55th St,New York,NY,10019,40.76238301,-73.97645847,POINT (-73.97645847 40.76238301)
Active,CAURD Retail,OCMCAURDP-2023-000170,OCM-CAURD-24-000138,Valley Greens Ltd.,939 Central Ave,Peekskill,NY,10566,41.29042212,-73.92122545,POINT (-73.92122545 41.29042212)
Pending,Adult-Use Retail,OCMRETL-2023-000504,,S & M DISTRIBUTION US LLC,8610 Roosevelt Ave Ste 8,Jackson Heights,NY,11372,40.74803147,-73.87956601,POINT (-73.87956601 40.74803147)
Active,Adult-Use Retail,OCMRETL-C-2024-000028,OCM-RETL-24-000018,"Venus Cannabis Shop, LLC",248-06 Northern Blvd,Little Neck,NY,11362,40.76697674,-73.73910999,POINT (-73.73910999 40.76697674)
Pending,Adult-Use Retail,OCMRETL-2023-000250,,J D Smoke Shop Inc.,361 Dingens St,Buffalo,NY,14206,42.87768814,-78.8017962,POINT (-78.8017962 42.87768814)
Active,Adult-Use Retail,OCMRETL-2023-001340,OCM-RETL-24-000130,"Electric City Cannabis Co, LLC",1354 Lower Broadway,Schenectady,NY,12306,42.80367323,-73.95468766,POINT (-73.95468766 42.80367323)
Active,Adult-Use Retail,OCMRETL-2023-002173,OCM-RETL-24-000032,The Cannabis Spot Inc.,180 Rockaway Ave,Brooklyn,NY,11233,40.6770019,-73.91094084,POINT (-73.91094084 40.6770019)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000507,,Picasso Labs of NY LLC,65 Jay St,Brooklyn,NY,11201,40.7029145,-73.98658511,POINT (-73.98658511 40.7029145)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000371,,8 Legacies Inc.,3211 Philip Ave,Bronx,NY,10465,40.83076722,-73.81780464,POINT (-73.81780464 40.83076722)
Pending,Adult-Use Retail,OCMRETL-2023-000682,,D-R SMOKE SHOP 3 INC,8351 Lewiston Rd,Batavia,NY,14020,43.00976044,-78.2091894,POINT (-78.2091894 43.00976044)
Pending,Adult-Use Retail,OCMRETL-2023-000794,,420 Glass Company,8555 Seneca Tpke,New Hartford,NY,13413,43.08089796,-75.32057071,POINT (-75.32057071 43.08089796)
Active,Adult-Use Retail,OCMRETL-2023-002157,OCM-RETL-24-000033,"Upstate Edge, LLC",401 Herkimer Rd,Utica,NY,13502,43.1145301,-75.20453954,POINT (-75.20453954 43.1145301)
Pending,Adult-Use Retail,OCMRETL-2023-002096,,Create Kindness LLC,911 N Salina St,Syracuse,NY,13208,43.06309057,-76.15525929,POINT (-76.15525929 43.06309057)
Active,CAURD Retail,OCMCAURDP-2023-000052,OCM-CAURD-24-000060,BudBiz LLC,4445 Vernon Blvd,Long Island City,NY,11101,40.74939238,-73.95214715,POINT (-73.95214715 40.74939238)
Pending,Adult-Use Retail,OCMRETL-2023-002121,,Momma's Place LLC,201 Lake Ave,Elmira,NY,14904,42.08106988,-76.79963387,POINT (-76.79963387 42.08106988)
Pending,CAURD Retail,OCMCAURDP-2023-000218,,Exotic Herbals LLC,428 Rogers Ave,Brooklyn,NY,11225,40.66222406,-73.95378215,POINT (-73.95378215 40.66222406)
Pending,Adult-Use Retail,OCMRETL-2023-000679,,Gabrielle Mann,803 Military Rd,Kenmore,NY,14217,42.95938864,-78.88905033,POINT (-78.88905033 42.95938864)
Active,CAURD Retail,OCMCAURDP-2023-000041,OCM-CAURD-23-000026,Cannabis Emporium Corp.,2460 Williamsbridge Rd Fl 1,Bronx,NY,10469,40.86183774,-73.8575782,POINT (-73.8575782 40.86183774)
Active,Adult-Use Retail,OCMRETL-2023-001580,OCM-RETL-24-000001,AB CANN LLC,111 Cabot St,West Babylon,NY,11704,40.73239957,-73.39247939,POINT (-73.39247939 40.73239957)
Pending,CAURD Retail,OCMCAURDP-2023-000194,,BHOLECBD INC.,1400 Route 300,Newburgh,NY,12550,41.51801196,-74.06859524,POINT (-74.06859524 41.51801196)
Pending,Adult-Use Retail,OCMRETL-2023-000821,,MEDINA SMOKE SHOP INC,335 N Main St,Medina,NY,14103,43.2230384,-78.3875604,POINT (-78.3875604 43.2230384)
Active,Adult-Use Retail,OCMRETL-2023-001635,OCM-RETL-24-000090,Gnome Serum Center LLC,12 New Hartford Shopping Ctr,New Hartford,NY,13413,43.07811881,-75.29138945,POINT (-75.29138945 43.07811881)
Pending,Adult-Use Retail,OCMRETL-2023-002018,,"BWell Holdings NY, Inc.",2-30 Beach 102nd St,Rockaway Park,NY,11694,40.5834099,-73.82267447,POINT (-73.82267447 40.5834099)
Active,CAURD Retail,OCMCAURDP-2023-000112,OCM-CAURD-24-000100,Boxing Express LLC,27-21 44th Drive,Long Island City,NY,11101,40.74691785,-73.94216316,POINT (-73.94216316 40.74691785)
Active,Adult-Use Retail,OCMRETL-2023-002118,OCM-RETL-24-000034,Pacific Palms Group LLC,9611 Glenwood Rd,Brooklyn,NY,11236,40.64474729,-73.90303336,POINT (-73.90303336 40.64474729)
Pending,CAURD Retail,OCMCAURDP-2024-000048,,Green Culture LLC,189 Main Road,Aquebogue,NY,11931,40.94005358,-72.64092404,POINT (-72.64092404 40.94005358)
Active,Adult-Use Retail,OCMRETL-2023-000651,OCM-RETL-24-000136,Reverie 73 NY LLC,1 Kaydeross Ave W,Saratoga Springs,NY,12866,43.04226653,-73.79061399,POINT (-73.79061399 43.04226653)
Active,CAURD Retail,OCMCAURDP-2023-000115,OCM-CAURD-24-000079,Ramon Reyes LLC,453 Fulton St,Brooklyn,NY,11201,40.69133298,-73.98687094,POINT (-73.98687094 40.69133298)
Active,CAURD Retail,OCMCAURDP-2023-000196,OCM-CAURD-24-000133,"4081 Industries, LLC",289 Oakwood Ave Ste D,Troy,NY,12182,42.76947278,-73.66012757,POINT (-73.66012757 42.76947278)
Pending,Adult-Use Retail,OCMRETL-2023-000617,,WNY AOG Inc.,3497 Delaware Ave,Tonawanda,NY,14217,42.97964681,-78.8721169,POINT (-78.8721169 42.97964681)
Pending,Adult-Use Retail,OCMRETL-2023-001992,,2 Forest Park Lane LLC,719 7th Avenue,New York,NY,10036,40.75976179,-73.9841453,POINT (-73.9841453 40.75976179)
Pending,Adult-Use Retail,OCMRETL-2023-000416,,Animo CBD LLC,2180 Clarendon Rd,Brooklyn,NY,11226,40.64269147,-73.95670459,POINT (-73.95670459 40.64269147)
Pending,CAURD Retail,OCMCAURDP-2023-000110,,L.O.R.D.S. LLC,846 Avenue of the Americas,New York,NY,10001,40.74696658,-73.9897528,POINT (-73.9897528 40.74696658)
Active,CAURD Retail,OCMCAURDP-2023-000201,OCM-CAURD-24-000158,Disco Herbatory LLC,692 Grand St,Brooklyn,NY,11211,40.71148851,-73.94492185,POINT (-73.94492185 40.71148851)
Active,CAURD Retail,OCMCAURDP-2023-000195,OCM-CAURD-24-000154,Bitar Assets Inc.,9605 Liberty Ave,Ozone Park,NY,11417,40.68066832,-73.84305614,POINT (-73.84305614 40.68066832)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000454,,Addie A Jenne,121B Commercial St,Theresa,NY,13691,44.21609957,-75.7957713,POINT (-75.7957713 44.21609957)
